,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,BCFG,BR,CALM,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
26,1,2007-05-27,75.0,57.0,66.0,12.0,47.0,56.0,0.0,1.0,422,1916,0.04,29.34,30.06,8.9,26.0,9.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,1,2007-05-28,79.0,50.0,64.5,10.5,47.0,56.0,0.0,0.0,421,1916,0.008,29.43,30.15,4.8,10.0,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,1,2007-05-29,88.0,60.0,74.0,20.0,58.0,65.0,0.0,9.0,421,1917,0.0,29.39,30.11,5.8,18.0,6.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,1,2007-05-30,87.0,66.0,76.5,22.5,58.0,65.0,0.0,12.0,420,1918,0.0,29.31,30.04,10.3,19.0,10.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,1,2007-05-31,78.0,65.0,71.5,17.5,61.0,65.0,0.0,7.0,420,1919,0.01,29.28,30.0,9.3,19.0,9.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31,1,2007-06-01,85.0,62.0,73.5,19.5,63.0,66.0,0.0,9.0,419,1920,0.19,29.19,29.91,4.2,17.0,6.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32,1,2007-06-02,81.0,65.0,73.0,19.0,63.0,67.0,0.0,8.0,419,1920,0.04,29.03,29.77,6.5,22.0,7.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,2007-06-03,78.0,62.0,70.0,16.0,60.0,63.0,0.0,5.0,418,1921,0.01,28.82,29.56,5.2,25.0,6.7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
34,1,2007-06-04,71.0,58.0,64.5,10.5,58.0,60.0,0.0,0.0,418,1922,0.39,28.82,29.52,7.8,31.0,9.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35,1,2007-06-05,64.0,47.0,55.5,1.5,48.0,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5.0,7.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,2007-06-06,71.0,44.0,57.5,3.5,48.0,55.0,7.0,0.0,417,1923,0.01,29.07,29.81,10.8,17.0,11.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,2007-06-07,91.0,71.0,81.0,27.0,62.0,69.0,0.0,16.0,417,1924,0.0,28.84,29.55,22.7,20.0,23.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2007-06-08,81.0,57.0,69.0,15.0,53.0,61.0,0.0,4.0,417,1925,0.0,29.18,29.85,10.9,28.0,13.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,2007-06-09,79.0,52.0,65.5,11.5,47.0,57.0,0.0,1.0,416,1925,0.0,29.36,30.07,0.3,33.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2007-06-10,81.0,55.0,68.0,14.0,51.0,59.0,0.0,3.0,416,1926,0.0,29.34,30.05,4.8,17.0,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,2007-06-11,86.0,58.0,72.0,18.0,52.0,61.0,0.0,7.0,416,1926,0.0,29.41,30.11,4.9,11.0,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2007-06-12,83.0,62.0,72.5,18.5,50.0,60.0,0.0,8.0,416,1927,0.0,29.44,30.16,8.3,5.0,8.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2007-06-13,87.0,60.0,73.5,19.5,53.0,62.0,0.0,9.0,416,1927,0.0,29.36,30.09,7.2,5.0,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2007-06-14,89.0,64.0,76.5,22.5,55.0,64.0,0.0,12.0,416,1928,0.0,29.3,30.02,5.6,5.0,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,2007-06-15,91.0,63.0,77.0,23.0,56.0,64.0,0.0,12.0,416,1928,0.0,29.28,29.99,4.1,6.0,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2007-06-16,93.0,66.0,79.5,25.5,60.0,67.0,0.0,15.0,416,1929,0.008,29.26,29.97,4.8,28.0,5.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
47,1,2007-06-17,91.0,70.0,80.5,26.5,64.0,70.0,0.0,16.0,416,1929,0.0,29.23,29.95,2.8,11.0,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,1,2007-06-18,89.0,69.0,79.0,25.0,65.0,70.0,0.0,14.0,416,1929,0.28,29.12,29.84,14.0,20.0,15.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
49,1,2007-06-19,80.0,65.0,72.5,18.5,55.0,63.0,0.0,8.0,416,1930,0.58,29.26,29.95,10.7,28.0,11.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,1,2007-06-20,84.0,61.0,72.5,18.5,52.0,61.0,0.0,8.0,416,1930,0.0,29.39,30.1,7.8,27.0,8.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,2007-06-21,77.0,61.0,69.0,15.0,51.0,60.0,0.0,4.0,416,1930,0.01,29.36,30.08,3.5,3.0,10.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,1,2007-06-22,76.0,61.0,68.5,14.5,50.0,58.0,0.0,4.0,417,1931,0.008,29.33,30.06,7.8,6.0,8.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,1,2007-06-23,67.0,62.0,64.5,10.5,58.0,61.0,0.0,0.0,417,1931,0.05,29.23,29.96,7.6,12.0,9.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,1,2007-06-24,77.0,63.0,70.0,16.0,62.0,65.0,0.0,5.0,417,1931,0.0,29.26,29.97,7.0,9.0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,1,2007-06-25,89.0,65.0,77.0,23.0,66.0,70.0,0.0,12.0,417,1931,0.0,29.38,30.07,3.9,14.0,6.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,1,2007-06-26,92.0,70.0,81.0,27.0,69.0,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22.0,7.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
57,1,2007-06-27,91.0,71.0,81.0,27.0,70.0,72.0,0.0,16.0,418,1931,0.15,29.29,30.02,7.5,24.0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,1,2007-06-28,74.0,58.0,66.0,12.0,55.0,60.0,0.0,1.0,419,1931,0.0,29.41,30.09,11.9,3.0,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,2007-06-29,70.0,56.0,63.0,9.0,55.0,59.0,2.0,0.0,419,1931,0.0,29.41,30.13,7.6,2.0,8.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,2007-06-30,79.0,54.0,66.5,12.5,46.0,56.0,0.0,2.0,419,1931,0.0,29.41,30.13,4.9,3.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,2007-07-01,75.0,54.0,64.5,10.5,52.0,58.0,0.0,0.0,420,1931,0.0,29.51,30.23,8.6,4.0,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,2007-07-02,79.0,53.0,66.0,12.0,50.0,58.0,0.0,1.0,420,1931,0.0,29.49,30.22,5.9,14.0,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,2007-07-03,83.0,60.0,71.5,17.5,57.0,63.0,0.0,7.0,421,1931,0.4,29.31,30.06,6.7,21.0,7.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
64,1,2007-07-04,86.0,67.0,76.5,22.5,65.0,69.0,0.0,12.0,422,1930,0.16,29.18,29.9,4.6,27.0,8.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
65,1,2007-07-05,89.0,71.0,80.0,26.0,60.0,67.0,0.0,15.0,422,1930,0.0,29.24,29.94,6.4,31.0,8.1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
66,1,2007-07-06,86.0,66.0,76.0,22.0,57.0,64.0,0.0,11.0,423,1930,0.0,29.32,30.03,3.2,5.0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,2007-07-07,90.0,64.0,77.0,23.0,63.0,69.0,0.0,12.0,423,1930,0.0,29.18,29.91,8.4,22.0,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,2007-07-08,94.0,75.0,84.5,30.5,67.0,72.0,0.0,20.0,424,1929,0.0,29.05,29.77,12.9,24.0,13.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,2007-07-09,94.0,70.0,82.0,28.0,66.0,70.0,0.0,17.0,425,1929,0.3,29.11,29.8,4.9,24.0,8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70,1,2007-07-10,89.0,69.0,79.0,25.0,67.0,70.0,0.0,14.0,425,1929,0.43,29.06,29.77,8.6,23.0,10.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71,1,2007-07-11,77.0,62.0,69.5,15.5,51.0,59.0,0.0,5.0,426,1928,0.0,29.23,29.93,8.8,30.0,10.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,2007-07-12,80.0,61.0,70.5,16.5,51.0,59.0,0.0,6.0,427,1928,0.0,29.22,29.93,9.4,29.0,11.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,2007-07-13,78.0,58.0,68.0,14.0,52.0,58.0,0.0,3.0,428,1927,0.0,29.26,29.98,1.4,1.0,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,2007-07-14,84.0,61.0,72.5,18.5,55.0,62.0,0.0,8.0,428,1927,0.0,29.08,29.79,8.3,26.0,13.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,2007-07-15,82.0,60.0,71.0,17.0,53.0,61.0,0.0,6.0,429,1926,0.0,29.19,29.89,2.1,29.0,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,2007-07-16,82.0,65.0,73.5,19.5,60.0,65.0,0.0,9.0,430,1925,0.39,29.25,29.96,4.4,24.0,5.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,1,2007-07-17,83.0,68.0,75.5,21.5,66.0,69.0,0.0,11.0,431,1925,0.11,29.18,29.9,5.2,23.0,6.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
78,1,2007-07-18,85.0,69.0,77.0,23.0,68.0,71.0,0.0,12.0,432,1924,1.55,29.11,29.84,9.1,24.0,10.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
79,1,2007-07-19,83.0,63.0,73.0,19.0,63.0,66.0,0.0,8.0,433,1923,0.16,29.21,29.9,7.0,1.0,11.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,2007-07-20,75.0,58.0,66.5,12.5,53.0,59.0,0.0,2.0,433,1923,0.0,29.44,30.14,8.6,3.0,9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,2007-07-21,74.0,58.0,66.0,12.0,52.0,58.0,0.0,1.0,434,1922,0.0,29.51,30.22,6.5,3.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,2007-07-22,81.0,58.0,69.5,15.5,55.0,61.0,0.0,5.0,435,1921,0.0,29.49,30.21,1.7,16.0,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,2007-07-23,83.0,60.0,71.5,17.5,55.0,63.0,0.0,7.0,436,1920,0.0,29.37,30.1,3.2,9.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,2007-07-24,82.0,65.0,73.5,19.5,58.0,64.0,0.0,9.0,437,1919,0.0,29.32,30.04,3.1,20.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,2007-07-25,85.0,71.0,78.0,24.0,61.0,67.0,0.0,13.0,438,1918,0.008,29.29,30.0,5.8,25.0,6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,2007-07-26,83.0,66.0,74.5,20.5,65.0,68.0,0.0,10.0,439,1918,0.19,29.19,29.92,7.2,22.0,9.4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
87,1,2007-07-27,83.0,70.0,76.5,22.5,68.0,70.0,0.0,12.0,440,1917,0.17,29.11,29.82,3.0,3.0,7.9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
88,1,2007-07-28,80.0,66.0,73.0,19.0,65.0,68.0,0.0,8.0,441,1916,0.0,29.23,29.93,10.0,3.0,10.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,1,2007-07-29,85.0,63.0,74.0,20.0,57.0,64.0,0.0,9.0,442,1915,0.0,29.28,29.99,4.8,5.0,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,2007-07-30,89.0,62.0,75.5,21.5,55.0,64.0,0.0,11.0,443,1914,0.0,29.33,30.03,3.8,6.0,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,2007-07-31,91.0,68.0,79.5,25.5,61.0,68.0,0.0,15.0,444,1913,0.0,29.33,30.04,3.3,4.0,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,2007-08-01,92.0,69.0,80.5,26.5,62.0,69.0,0.0,16.0,445,1911,0.0,29.29,30.0,3.5,9.0,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,1,2007-08-02,91.0,70.0,80.5,26.5,66.0,71.0,0.0,16.0,446,1910,0.0,29.26,29.97,5.5,26.0,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,1,2007-08-03,90.0,69.0,79.5,25.5,56.0,66.0,0.0,15.0,447,1909,0.0,29.31,30.02,2.7,3.0,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,2007-08-04,81.0,64.0,72.5,18.5,58.0,64.0,0.0,8.0,448,1908,0.03,29.31,30.03,5.7,8.0,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,1,2007-08-05,88.0,67.0,77.5,23.5,71.0,73.0,0.0,13.0,449,1907,1.43,29.08,29.81,5.4,21.0,9.6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
97,1,2007-08-06,88.0,74.0,81.0,27.0,72.0,74.0,0.0,16.0,450,1906,0.26,29.13,29.83,1.6,10.0,4.9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
98,1,2007-08-07,91.0,72.0,81.5,27.5,73.0,76.0,0.0,17.0,451,1904,1.31,29.06,29.76,6.2,25.0,9.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,1,2007-08-08,87.0,73.0,80.0,26.0,71.0,73.0,0.0,15.0,452,1903,0.06,29.13,29.83,3.0,3.0,6.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100,1,2007-08-09,84.0,72.0,78.0,24.0,71.0,73.0,0.0,13.0,453,1902,0.05,29.13,29.84,2.5,29.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
101,1,2007-08-10,86.0,70.0,78.0,24.0,68.0,72.0,0.0,13.0,454,1900,0.0,29.26,29.96,4.5,2.0,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,2007-08-11,89.0,67.0,78.0,24.0,65.0,70.0,0.0,13.0,455,1859,0.0,29.31,30.02,3.2,19.0,3.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,1,2007-08-12,88.0,67.0,77.5,23.5,67.0,71.0,0.0,13.0,456,1858,0.29,29.34,30.06,1.7,6.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,1,2007-08-13,81.0,65.0,73.0,19.0,57.0,64.0,0.0,8.0,457,1856,0.0,29.39,30.11,6.2,6.0,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2007-08-14,84.0,65.0,74.5,20.5,67.0,70.0,0.0,10.0,458,1855,0.41,29.23,29.93,5.9,25.0,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
106,1,2007-08-15,80.0,71.0,75.5,21.5,67.0,70.0,0.0,11.0,459,1854,0.23,29.17,29.89,3.4,7.0,5.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
107,1,2007-08-16,77.0,65.0,71.0,17.0,64.0,67.0,0.0,6.0,500,1852,0.0,29.28,29.97,3.6,1.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,2007-08-17,79.0,60.0,69.5,15.5,54.0,61.0,0.0,5.0,501,1851,0.0,29.41,30.1,5.9,32.0,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,2007-08-18,68.0,59.0,63.5,9.5,54.0,58.0,1.0,0.0,502,1849,0.09,29.44,30.16,6.4,12.0,8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,1,2007-08-19,68.0,62.0,65.0,11.0,62.0,64.0,0.0,0.0,503,1848,1.33,29.24,29.99,6.0,10.0,7.4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
111,1,2007-08-20,78.0,68.0,73.0,19.0,68.0,69.0,0.0,8.0,504,1846,0.91,29.15,29.87,0.5,12.0,5.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
112,1,2007-08-21,87.0,69.0,78.0,24.0,70.0,72.0,0.0,13.0,505,1845,0.008,29.21,29.91,3.8,18.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,1,2007-08-22,90.0,69.0,79.5,25.5,71.0,73.0,0.0,15.0,506,1843,0.37,29.23,29.94,5.3,21.0,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
114,1,2007-08-23,87.0,69.0,78.0,24.0,69.0,71.0,0.0,13.0,508,1842,2.35,29.15,29.87,9.6,21.0,11.7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
115,1,2007-08-24,80.0,69.0,74.5,20.5,67.0,69.0,0.0,10.0,509,1840,0.24,29.11,29.82,5.8,25.0,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
116,1,2007-08-25,79.0,64.0,71.5,17.5,63.0,66.0,0.0,7.0,510,1839,0.34,29.23,29.93,3.0,36.0,5.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,1,2007-08-26,79.0,60.0,69.5,15.5,55.0,61.0,0.0,5.0,511,1837,0.0,29.38,30.08,3.6,11.0,5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,2007-08-27,79.0,60.0,69.5,15.5,60.0,64.0,0.0,5.0,512,1835,0.0,29.36,30.07,6.5,17.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,2007-08-28,91.0,67.0,79.0,25.0,66.0,70.0,0.0,14.0,513,1834,0.0,29.28,29.99,9.0,20.0,9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,2007-08-29,85.0,68.0,76.5,22.5,65.0,69.0,0.0,12.0,514,1832,0.008,29.34,30.04,5.6,3.0,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,2007-08-30,75.0,57.0,66.0,12.0,54.0,60.0,0.0,1.0,515,1831,0.0,29.47,30.18,9.1,2.0,9.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,2007-08-31,77.0,57.0,67.0,13.0,52.0,59.0,0.0,2.0,516,1829,0.0,29.47,30.19,3.9,4.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,2007-09-01,81.0,57.0,69.0,15.0,55.0,61.0,0.0,4.0,517,1827,0.0,29.49,30.22,4.2,11.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,2007-09-02,85.0,61.0,73.0,19.0,57.0,63.0,0.0,8.0,518,1826,0.0,29.41,30.15,4.2,21.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,2007-09-03,88.0,66.0,77.0,23.0,61.0,67.0,0.0,12.0,519,1824,0.0,29.36,30.09,2.0,27.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,2007-09-04,89.0,63.0,76.0,22.0,60.0,66.0,0.0,11.0,520,1822,0.0,29.28,30.0,2.8,22.0,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,2007-09-05,90.0,66.0,78.0,24.0,63.0,69.0,0.0,13.0,521,1821,0.008,29.24,29.96,6.4,19.0,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
