,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,BCFG,BR,CALM,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
42,2,2007-06-12,82.0,66.0,74.0,20.0,51.0,61.0,0.0,9.0,416,1927,0.0,29.49,30.14,9.4,5.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,2007-06-13,86.0,68.0,77.0,23.0,53.0,62.0,0.0,12.0,416,1927,0.0,29.33,30.055,7.0,5.0,7.699999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,2007-06-14,89.0,68.0,78.5,24.5,54.0,63.0,0.0,14.0,416,1928,0.0,29.36,30.0,5.9,7.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,2007-06-15,89.0,67.0,78.0,24.0,56.0,65.0,0.0,13.0,416,1928,0.0,29.34,29.97,3.8,9.0,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,2007-06-16,92.0,68.0,80.0,26.0,61.0,68.0,0.0,15.0,416,1929,0.008,29.33,29.96,2.1,22.0,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,2,2007-06-17,91.0,71.0,81.0,27.0,65.0,70.0,0.0,16.0,416,1929,0.16,29.28,29.93,4.0,11.0,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,2,2007-06-18,89.0,73.0,81.0,27.0,65.0,70.0,0.0,16.0,416,1929,0.02,29.19,29.83,12.2,20.0,12.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
49,2,2007-06-19,81.0,65.0,73.0,19.0,55.0,63.0,0.0,8.0,416,1930,0.93,29.31,29.93,10.1,29.0,11.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,2,2007-06-20,85.0,62.0,73.5,19.5,50.0,61.0,0.0,9.0,416,1930,0.0,29.46,30.09,5.9,28.0,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,2007-06-21,80.0,66.0,73.0,19.0,51.0,61.0,0.0,8.0,416,1930,0.008,29.41,30.06,3.7,2.0,9.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,2,2007-06-22,75.0,62.0,68.5,14.5,49.0,58.0,0.0,4.0,417,1931,0.008,29.39,30.05,6.5,7.0,8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,2,2007-06-23,68.0,61.0,64.5,10.5,60.0,62.0,0.0,0.0,417,1931,0.34,29.28,29.95,7.3,11.0,8.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,2,2007-06-24,75.0,65.0,70.0,16.0,62.0,65.0,0.0,5.0,417,1931,0.0,29.33,29.96,5.6,10.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,2,2007-06-25,86.0,67.0,76.5,22.5,67.0,70.0,0.0,12.0,417,1931,0.0,29.44,30.06,4.0,12.0,5.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,2,2007-06-26,91.0,73.0,82.0,28.0,69.0,72.0,0.0,17.0,418,1931,0.008,29.45,30.09,7.3,21.0,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,2,2007-06-27,89.0,71.0,80.0,26.0,69.0,72.0,0.0,15.0,418,1931,0.35,29.36,30.0,7.9,24.0,8.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
58,2,2007-06-28,73.0,61.0,67.0,13.0,56.0,61.0,0.0,2.0,419,1931,0.0,29.43,30.07,12.2,2.0,13.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,2007-06-29,71.0,56.0,63.5,9.5,56.0,60.0,1.0,0.0,419,1931,0.0,29.47,30.11,7.4,2.0,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,2007-06-30,77.0,58.0,67.5,13.5,49.0,58.0,0.0,3.0,419,1931,0.0,29.46,30.11,5.1,4.0,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,2007-07-01,76.0,61.0,68.5,14.5,51.0,59.0,0.0,4.0,420,1931,0.0,29.56,30.21,9.5,4.0,9.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,2007-07-02,77.0,58.0,67.5,13.5,50.0,59.0,0.0,3.0,420,1931,0.0,29.55,30.21,7.4,12.0,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,2007-07-03,83.0,63.0,73.0,19.0,56.0,63.0,0.0,8.0,421,1931,0.09,29.38,30.05,6.4,21.0,7.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
64,2,2007-07-04,84.0,67.0,75.5,21.5,65.0,69.0,0.0,11.0,422,1930,0.66,29.23,29.88,3.1,25.0,8.8,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
65,2,2007-07-05,88.0,70.0,79.0,25.0,60.0,67.0,0.0,14.0,422,1930,0.0,29.29,29.92,4.3,33.0,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2,2007-07-06,84.0,68.0,76.0,22.0,57.0,65.0,0.0,11.0,423,1930,0.0,29.38,30.01,3.3,7.0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,2007-07-07,88.0,68.0,78.0,24.0,62.0,68.0,0.0,13.0,423,1930,0.0,29.24,29.9,7.4,23.0,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,2007-07-08,93.0,75.0,84.0,30.0,67.0,72.0,0.0,19.0,424,1929,0.0,29.12,29.76,12.6,23.0,12.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2,2007-07-09,93.0,72.0,82.5,28.5,67.0,71.0,0.0,18.0,425,1929,0.24,29.16,29.79,4.8,23.0,8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,2,2007-07-10,89.0,70.0,79.5,25.5,67.0,71.0,0.0,15.0,425,1929,0.08,29.13,29.76,8.2,23.0,10.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,2,2007-07-11,77.0,63.0,70.0,16.0,51.0,59.0,0.0,5.0,426,1928,0.0,29.28,29.92,9.1,30.0,11.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2,2007-07-12,80.0,60.0,70.0,16.0,51.0,60.0,0.0,5.0,427,1928,0.0,29.28,29.92,10.0,28.0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,2,2007-07-13,74.0,59.0,66.5,12.5,53.0,59.0,0.0,2.0,428,1927,0.0,29.33,29.98,2.0,7.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,2007-07-14,85.0,62.0,73.5,19.5,55.0,62.0,0.0,9.0,428,1927,0.0,29.14,29.79,8.4,25.0,13.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,2007-07-15,80.0,64.0,72.0,18.0,52.0,61.0,0.0,7.0,429,1926,0.0,29.25,29.88,1.2,9.0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,2007-07-16,82.0,66.0,74.0,20.0,60.0,65.0,0.0,9.0,430,1925,0.07,29.31,29.94,5.6,23.0,6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
77,2,2007-07-17,83.0,69.0,76.0,22.0,65.0,69.0,0.0,11.0,431,1925,0.11,29.24,29.89,6.3,23.0,7.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,2,2007-07-18,85.0,69.0,77.0,23.0,69.0,71.0,0.0,12.0,432,1924,0.92,29.18,29.83,10.3,24.0,10.6,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
79,2,2007-07-19,82.0,63.0,72.5,18.5,62.0,66.0,0.0,8.0,433,1923,0.01,29.26,29.88,7.7,36.0,14.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,2,2007-07-20,74.0,62.0,68.0,14.0,52.0,59.0,0.0,3.0,433,1923,0.0,29.49,30.12,11.3,4.0,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2,2007-07-21,75.0,58.0,66.5,12.5,52.0,59.0,0.0,2.0,434,1922,0.0,29.57,30.21,5.8,4.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,2007-07-22,81.0,61.0,71.0,17.0,54.0,61.0,0.0,6.0,435,1921,0.0,29.54,30.2,1.9,18.0,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2,2007-07-23,82.0,63.0,72.5,18.5,55.0,63.0,0.0,8.0,436,1920,0.0,29.42,30.09,2.9,12.0,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2,2007-07-24,82.0,65.0,73.5,19.5,57.0,64.0,0.0,9.0,437,1919,0.008,29.38,30.03,1.1,21.0,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2,2007-07-25,83.0,70.0,76.5,22.5,60.0,66.0,0.0,12.0,438,1918,0.0,29.35,29.99,6.4,23.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2,2007-07-26,84.0,64.0,74.0,20.0,65.0,68.0,0.0,9.0,439,1918,0.89,29.25,29.91,7.2,22.0,9.9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
87,2,2007-07-27,83.0,70.0,76.5,22.5,67.0,70.0,0.0,12.0,440,1917,0.04,29.16,29.8,1.2,36.0,8.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
88,2,2007-07-28,80.0,70.0,75.0,21.0,65.0,68.0,0.0,10.0,441,1916,0.0,29.28,29.91,10.6,3.0,10.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,2,2007-07-29,85.0,67.0,76.0,22.0,56.0,64.0,0.0,11.0,442,1915,0.0,29.34,29.97,6.3,5.0,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2,2007-07-30,86.0,65.0,75.5,21.5,57.0,65.0,0.0,11.0,443,1914,0.0,29.39,30.01,3.1,6.0,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2,2007-07-31,89.0,69.0,79.0,25.0,60.0,68.0,0.0,14.0,444,1913,0.0,29.39,30.02,4.0,7.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,2007-08-01,91.0,69.0,80.0,26.0,63.0,70.0,0.0,15.0,445,1911,0.0,29.34,29.98,2.1,13.0,3.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2,2007-08-02,91.0,73.0,82.0,28.0,66.0,72.0,0.0,17.0,446,1910,0.0,29.31,29.95,6.5,23.0,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2,2007-08-03,88.0,73.0,80.5,26.5,58.0,67.0,0.0,16.0,447,1909,0.0,29.36,30.0,3.3,6.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2,2007-08-04,81.0,68.0,74.5,20.5,58.0,65.0,0.0,10.0,448,1908,0.02,29.36,30.01,5.9,9.0,6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,2,2007-08-05,88.0,68.0,78.0,24.0,71.0,72.0,0.0,13.0,449,1907,0.97,29.15,29.79,7.0,22.0,10.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
97,2,2007-08-06,85.0,75.0,80.0,26.0,72.0,74.0,0.0,15.0,450,1906,0.05,29.17,29.81,2.6,10.0,4.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
98,2,2007-08-07,92.0,73.0,82.5,28.5,73.0,76.0,0.0,18.0,451,1904,0.06,29.11,29.74,6.3,24.0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,2007-08-08,87.0,74.0,80.5,26.5,72.0,74.0,0.0,16.0,452,1903,0.09,29.18,29.81,1.5,4.0,6.4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
100,2,2007-08-09,85.0,73.0,79.0,25.0,71.0,73.0,0.0,14.0,453,1902,0.46,29.19,29.82,3.1,27.0,6.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
101,2,2007-08-10,86.0,73.0,79.5,25.5,69.0,72.0,0.0,15.0,454,1900,0.0,29.32,29.94,3.0,6.0,5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2,2007-08-11,88.0,68.0,78.0,24.0,65.0,70.0,0.0,13.0,455,1859,0.0,29.38,30.0,3.1,20.0,3.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,2,2007-08-12,87.0,68.0,77.5,23.5,67.0,70.0,0.0,13.0,456,1858,0.23,29.4,30.04,1.9,6.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,2,2007-08-13,80.0,69.0,74.5,20.5,54.0,63.0,0.0,10.0,457,1856,0.0,29.44,30.08,6.9,8.0,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,2007-08-14,84.0,65.0,74.5,20.5,66.0,69.0,0.0,10.0,458,1855,0.45,29.29,29.92,6.4,23.0,9.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
106,2,2007-08-15,81.0,72.0,76.5,22.5,69.0,71.0,0.0,12.0,459,1854,0.83,29.23,29.87,4.9,6.0,7.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
107,2,2007-08-16,77.0,67.0,72.0,18.0,65.0,68.0,0.0,7.0,500,1852,0.0,29.33,29.95,3.5,1.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2,2007-08-17,80.0,65.0,72.5,18.5,54.0,62.0,0.0,8.0,501,1851,0.0,29.46,30.08,6.1,31.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2,2007-08-18,69.0,60.0,64.5,10.5,54.0,58.0,0.0,0.0,502,1849,0.42,29.48,30.15,6.1,13.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,2,2007-08-19,69.0,62.0,65.5,11.5,63.0,64.0,0.0,1.0,503,1848,1.33,29.3,29.98,5.5,10.0,7.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
111,2,2007-08-20,76.0,68.0,72.0,18.0,69.0,70.0,0.0,7.0,504,1846,0.48,29.21,29.85,2.4,20.0,5.9,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
112,2,2007-08-21,85.0,69.0,77.0,23.0,70.0,72.0,0.0,12.0,505,1845,0.01,29.26,29.89,3.5,17.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2,2007-08-22,90.0,70.0,80.0,26.0,70.0,73.0,0.0,15.0,506,1843,0.88,29.29,29.93,5.1,21.0,8.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
114,2,2007-08-23,89.0,70.0,79.5,25.5,69.0,71.0,0.0,15.0,508,1842,1.96,29.21,29.86,6.7,21.0,9.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
115,2,2007-08-24,81.0,69.0,75.0,21.0,67.0,69.0,0.0,10.0,509,1840,0.2,29.16,29.81,5.5,25.0,7.3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
116,2,2007-08-25,76.0,65.0,70.5,16.5,63.0,66.0,0.0,6.0,510,1839,0.25,29.29,29.91,2.4,3.0,6.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,2,2007-08-26,78.0,61.0,69.5,15.5,55.0,62.0,0.0,5.0,511,1837,0.0,29.44,30.07,3.7,11.0,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2,2007-08-27,79.0,63.0,71.0,17.0,59.0,64.0,0.0,6.0,512,1835,0.0,29.41,30.06,6.4,16.0,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2,2007-08-28,90.0,69.0,79.5,25.5,65.0,70.0,0.0,15.0,513,1834,0.0,29.34,29.98,7.8,21.0,8.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2,2007-08-29,86.0,69.0,77.5,23.5,64.0,69.0,0.0,13.0,514,1832,0.008,29.39,30.02,5.3,3.0,8.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2,2007-08-30,75.0,60.0,67.5,13.5,54.0,61.0,0.0,3.0,515,1831,0.0,29.51,30.15,10.8,3.0,10.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2,2007-08-31,76.0,57.0,66.5,12.5,54.0,60.0,0.0,2.0,516,1829,0.0,29.52,30.17,3.0,6.0,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2,2007-09-01,79.0,60.0,69.5,15.5,56.0,62.0,0.0,5.0,517,1827,0.0,29.54,30.2,4.4,11.0,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2,2007-09-02,84.0,62.0,73.0,19.0,56.0,63.0,0.0,8.0,518,1826,0.0,29.47,30.13,4.8,21.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2,2007-09-03,88.0,64.0,76.0,22.0,61.0,67.0,0.0,11.0,519,1824,0.0,29.42,30.07,3.0,25.0,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2,2007-09-04,90.0,67.0,78.5,24.5,59.0,67.0,0.0,14.0,520,1822,0.0,29.34,29.99,2.2,24.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2,2007-09-05,91.0,72.0,81.5,27.5,62.0,69.0,0.0,17.0,521,1821,0.0,29.31,29.94,6.4,19.0,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
